date,review_period,event_id,event_type,symbol,isin,state_count_after_event,status_flag
"March 28, 2024",2024-MAR,PEVT_01286,ADDITION,JIOFIN,,686,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01285,ADDITION,J&KBANK,,686,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01284,ADDITION,JAIBALAJI,,685,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01283,ADDITION,INOXWIND,,685,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01282,ADDITION,IREDA,,685,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01281,ADDITION,HONASA,,684,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01280,ADDITION,HSCL,,684,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01279,ADDITION,HBLPOWER,,684,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01278,ADDITION,HAPPYFORGE,,683,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01277,ADDITION,GMDCLTD,,683,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01276,ADDITION,GRSE,,683,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01275,ADDITION,ELECON,,682,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01274,ADDITION,DOMS,,682,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01273,ADDITION,CHENNPETRO,,682,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01272,ADDITION,CELLO,,681,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01271,ADDITION,CAPLIPOINT,,681,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01270,ADDITION,ASTRAZEN,,680,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01269,ADDITION,ANANDRATHI,,680,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01268,ADDITION,ACE,,680,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01267,DELETION,ZYDUSWELL,,681,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01266,DELETION,VMART,,682,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01265,DELETION,VINATIORGA,,683,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01264,DELETION,VGUARD,,683,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01263,DELETION,TTKPRESTIG,,684,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01262,DELETION,TEAMLEASE,,685,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01261,DELETION,SYMPHONY,,686,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01260,DELETION,SUPRAJIT,,687,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01259,DELETION,SHOPERSTOP,,688,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01258,DELETION,SFL,,689,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01257,DELETION,SHARDACROP,,690,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01256,DELETION,ROSSARI,,691,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01255,DELETION,RELAXO,,692,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01254,DELETION,RALLIS,,693,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01253,DELETION,RAIN,,694,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01252,DELETION,PGHL,,695,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01251,DELETION,POLYPLEX,,696,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01250,DELETION,PFIZER,,697,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01249,DELETION,ORIENTELEC,,698,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01248,DELETION,NAZARA,,699,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01247,DELETION,LUXIND,,700,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01246,DELETION,LAXMIMACH,,701,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01245,DELETION,JAMNAAUTO,,702,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01244,DELETION,INGERRAND,,703,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01243,DELETION,INFIBEAM,,704,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01242,DELETION,HLEGLAS,,705,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01241,DELETION,GUJALKALI,,706,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01240,DELETION,GOCOLORS,,707,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01239,DELETION,GALAXYSURF,,708,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01238,DELETION,GRINFRA,,709,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01237,DELETION,EPIGRAL,,710,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01236,DELETION,DELTACORP,,711,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01235,DELETION,BCG,,711,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_01234,DELETION,AARTIDRUGS,,712,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_00682,ADDITION,BSE LTD.*,,712,SUSPICIOUS_STATE_COUNT
"March 28, 2024",2024-MAR,PEVT_00681,ADDITION,"INDIAN RENEWABLE ENERGY DEV.
AGENCY LTD.",,712,SUSPICIOUS_STATE_COUNT
"January 31, 2024",2024-JAN,PEVT_00680,ADDITION,RCF,,711,SUSPICIOUS_STATE_COUNT
"January 31, 2024",2024-JAN,PEVT_00679,ADDITION,JUBLPHARMA,,710,SUSPICIOUS_STATE_COUNT
"October 26, 2023",2023-SEP,PEVT_00650,DELETION,CONCORDBIO,,711,SUSPICIOUS_STATE_COUNT
"October 26, 2023",2023-SEP,PEVT_00649,DELETION,KIRLFER,,712,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00646,ADDITION,USHAMART,,712,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00645,ADDITION,UJJIVANSFB,,711,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00644,ADDITION,SYRMA,,711,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00643,ADDITION,SYMPHONY,,710,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00642,ADDITION,SFL,,709,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00641,ADDITION,SAREGAMA,,709,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00640,ADDITION,SAFARI,,708,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00639,ADDITION,PGHL,,707,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00638,ADDITION,MINDACORP,,707,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00637,ADDITION,KIRLFER,,706,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00636,ADDITION,KAYNES,,705,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00635,ADDITION,JINDALSAW,,704,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00634,ADDITION,IRCON,,703,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00633,ADDITION,GPIL,,702,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00632,ADDITION,GLS,,701,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00631,ADDITION,GILLETTE,,701,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00630,ADDITION,ALOKINDS,,700,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00629,ADDITION,ALLCARGO,,699,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00628,DELETION,UFLEX,,700,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00627,DELETION,TCI,,701,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00626,DELETION,TCNSBRANDS,,702,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00625,DELETION,TCIEXP,,703,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00624,DELETION,TMB,,704,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00623,DELETION,NOCIL,,705,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00622,DELETION,MAHLOG,,706,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00621,DELETION,RUSTOMJEE,,707,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00620,DELETION,KENNAMET,,708,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00619,DELETION,JINDWORLD,,709,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00618,DELETION,IBREALEST,,710,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00617,DELETION,IFBIND,,711,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00616,DELETION,HGS,,712,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00615,DELETION,HIKAL,,713,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00614,DELETION,GREENPANEL,,714,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00613,DELETION,GODREJAGRO,,715,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00612,DELETION,GARFIBRES,,716,SUSPICIOUS_STATE_COUNT
"September 29, 2023",2023-SEP,PEVT_00611,DELETION,BASF,,717,SUSPICIOUS_STATE_COUNT
"August 31, 2023",2023-SEP,PEVT_01026,ADDITION,THERMAX,,717,SUSPICIOUS_STATE_COUNT
"August 31, 2023",2023-SEP,PEVT_01025,ADDITION,METROPOLIS,,716,SUSPICIOUS_STATE_COUNT
"August 31, 2023",2023-SEP,PEVT_01024,ADDITION,BIOCON,,715,SUSPICIOUS_STATE_COUNT
"August 31, 2023",2023-SEP,PEVT_01023,ADDITION,ACI,,714,SUSPICIOUS_STATE_COUNT
"August 31, 2023",2023-SEP,PEVT_01022,ADDITION,AEGISCHEM,,714,SUSPICIOUS_STATE_COUNT
"August 31, 2023",2023-SEP,PEVT_01021,DELETION,ZYDUSLIFE,,715,SUSPICIOUS_STATE_COUNT
"August 31, 2023",2023-SEP,PEVT_01020,DELETION,ZENSARTECH,,716,SUSPICIOUS_STATE_COUNT
"August 31, 2023",2023-SEP,PEVT_01019,DELETION,PFIZER,,716,SUSPICIOUS_STATE_COUNT
"August 31, 2023",2023-SEP,PEVT_01018,DELETION,MAHLOG,,716,SUSPICIOUS_STATE_COUNT
"August 31, 2023",2023-SEP,PEVT_01017,DELETION,MAHLIFE,,716,SUSPICIOUS_STATE_COUNT
"August 31, 2023",2023-SEP,PEVT_01016,DELETION,GPPL,,716,SUSPICIOUS_STATE_COUNT
"July 31, 2023",2023-JUL,PEVT_01197,ADDITION,TATACHEM,,716,SUSPICIOUS_STATE_COUNT
"July 31, 2023",2023-JUL,PEVT_01196,ADDITION,CROMPTON,,716,SUSPICIOUS_STATE_COUNT
"July 31, 2023",2023-JUL,PEVT_01195,DELETION,SWSOLAR,,717,SUSPICIOUS_STATE_COUNT
"July 31, 2023",2023-JUL,PEVT_01194,DELETION,GLAXO,,718,SUSPICIOUS_STATE_COUNT
"July 31, 2023",2023-JUL,PEVT_01193,DELETION,BALKRISIND,,719,SUSPICIOUS_STATE_COUNT
"July 31, 2023",2023-JUL,PEVT_01192,DELETION,AWL,,720,SUSPICIOUS_STATE_COUNT
"July 31, 2023",2023-JUL,PEVT_01191,DELETION,ATGL,,721,SUSPICIOUS_STATE_COUNT
"July 13, 2023",2023-JUL,PEVT_00046,DELETION,MANKIND,,721,SUSPICIOUS_STATE_COUNT
"July 13, 2023",2023-JUL,PEVT_00045,DELETION,HDFC,,722,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00600,ADDITION,TMB,,721,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00599,ADDITION,PEL,,720,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00598,ADDITION,NMDC,,719,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00597,ADDITION,MFL,,719,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00596,ADDITION,KSB,,718,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00595,ADDITION,KFINTECH,,717,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00594,ADDITION,RUSTOMJEE,,716,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00593,ADDITION,KENNAMET,,715,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00592,ADDITION,JINDWORLD,,714,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00591,ADDITION,INGERRAND,,713,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00590,ADDITION,MEDANTA,,712,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00589,ADDITION,FIVESTAR,,712,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00588,ADDITION,DATAPATTNS,,712,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00587,ADDITION,CRAFTSMAN,,712,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00586,ADDITION,BLS,,712,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00585,ADDITION,BIKAJI,,712,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00584,ADDITION,ACI,,712,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00583,ADDITION,APARINDS,,711,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00582,ADDITION,ADANIPOWER,,711,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00581,ADDITION,AARTIIND,,711,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00580,DELETION,WOCKPHARMA,,712,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00579,DELETION,THYROCARE,,713,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00578,DELETION,TATACOFFEE,,714,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00577,DELETION,SYMPHONY,,715,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00576,DELETION,SUDARSCHEM,,716,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00575,DELETION,SIS,,717,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00574,DELETION,SHILPAMED,,718,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00573,DELETION,SFL,,719,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00572,DELETION,PGHL,,720,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00571,DELETION,PRIVISCL,,721,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00570,DELETION,MOIL,,722,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00569,DELETION,INDOCO,,723,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00568,DELETION,HATSUN,,724,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00567,DELETION,DBL,,725,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00566,DELETION,DHANI,,726,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00565,DELETION,CAPLIPOINT,,727,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00564,DELETION,BHARATRAS,,728,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00563,DELETION,ASTRAZEN,,729,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00562,DELETION,ALOKINDS,,730,SUSPICIOUS_STATE_COUNT
"March 31, 2023",2023-MAR,PEVT_00561,DELETION,ABSLAMC,,731,SUSPICIOUS_STATE_COUNT
"February 17, 2023",2023-MAR,PEVT_00261,DELETION,PPLPHARMA,,731,SUSPICIOUS_STATE_COUNT
"February 17, 2023",2023-MAR,PEVT_00260,DELETION,INOXLEISUR,,732,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00038,ADDITION,MANYAVAR,,731,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00037,ADDITION,TCI,,730,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00036,ADDITION,TEJASNET,,730,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00035,ADDITION,SWANENERGY,,730,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00034,ADDITION,SHARDACROP,,729,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00033,ADDITION,MOTHERSON,,729,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00032,ADDITION,RAYMOND,,729,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00031,ADDITION,PATANJALI,,729,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00030,ADDITION,OLECTRA,,729,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00029,ADDITION,NIITLTD,,729,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00028,ADDITION,MSUMI,,728,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00027,ADDITION,MAHLIFE,,727,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00026,ADDITION,JBMA,,727,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00025,ADDITION,GREENPANEL,,726,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00024,ADDITION,DEEPAKFERT,,726,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00023,ADDITION,BHARATRAS,,725,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00022,ADDITION,AETHER,,724,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00021,ADDITION,AWL,,723,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00020,DELETION,VENKEYS,,724,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00019,DELETION,VAKRANGEE,,725,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00018,DELETION,UCOBANK,,726,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00017,DELETION,TATASTLLP,,727,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00016,DELETION,STAR,,728,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00015,DELETION,SPICEJET,,729,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00014,DELETION,SOLARA,,730,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00013,DELETION,SEQUENT,,731,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00012,DELETION,RAILTEL,,732,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00011,DELETION,NESCO,,733,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00010,DELETION,MINDTREE,,734,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00009,DELETION,IRCON,,735,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00008,DELETION,ICIL,,736,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00007,DELETION,HEMIPROP,,737,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00006,DELETION,HATHWAY,,738,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00005,DELETION,GLS,,739,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00004,DELETION,ERIS,,739,SUSPICIOUS_STATE_COUNT
"September 30, 2022",2022-SEP,PEVT_00003,DELETION,ADVENZYMES,,740,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01015,ADDITION,ZYDUSLIFE,,739,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01014,ADDITION,ZFCVINDIA,,738,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01013,ADDITION,ZENSARTECH,,737,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01012,ADDITION,VIPIND,,736,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01011,ADDITION,SOBHA,,736,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01010,ADDITION,SHREECEM,,735,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01009,ADDITION,NUVOCO,,734,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01008,ADDITION,GPPL,,733,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01007,ADDITION,CLEAN,,732,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01006,ADDITION,BORORENEW,,731,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01005,DELETION,WELCORP,,731,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01004,DELETION,SUDARSCHEM,,731,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01003,DELETION,ROUTE,,732,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01002,DELETION,GODREJAGRO,,732,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01001,DELETION,CROMPTON,,733,SUSPICIOUS_STATE_COUNT
"August 30, 2022",2022-SEP,PEVT_01000,DELETION,AARTIDRUGS,,733,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_01225,DELETION,VOLTAS,,734,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_01224,ADDITION,WIPRO,,733,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_01223,ADDITION,TRIDENT,,733,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_01222,ADDITION,TATASTEEL,,732,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_01221,ADDITION,SYNGENE,,732,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_01220,ADDITION,PERSISTENT,,731,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_01219,ADDITION,LAXMIMACH,,730,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_01218,ADDITION,INFIBEAM,,729,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_01217,ADDITION,LALPATHLAB,,728,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_01216,ADDITION,CHEMPLASTS,,727,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_01215,ADDITION,BALAMINES,,726,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_01214,DELETION,TATASTLLP,,726,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_01213,DELETION,NMDC,,727,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_01212,DELETION,BRITANNIA,,728,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_00307,ADDITION,LICI,,728,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_00306,ADDITION,DELHIVERY,,728,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_00305,ADDITION,CAMPUS,,727,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_00304,DELETION,SHRIRAMCIT,,728,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_00303,DELETION,PEL,,729,SUSPICIOUS_STATE_COUNT
"August 08, 2022",2022-SEP,PEVT_00302,DELETION,NMDC,,729,SUSPICIOUS_STATE_COUNT
"June 30, 2022",2022-JUN,PEVT_00496,ADDITION,SRTRANSFIN,,729,SUSPICIOUS_STATE_COUNT
"June 30, 2022",2022-JUN,PEVT_00495,ADDITION,RBLBANK,,729,SUSPICIOUS_STATE_COUNT
"June 30, 2022",2022-JUN,PEVT_00494,ADDITION,PFIZER,,728,SUSPICIOUS_STATE_COUNT
"June 30, 2022",2022-JUN,PEVT_00493,ADDITION,MANAPPURAM,,728,SUSPICIOUS_STATE_COUNT
"June 30, 2022",2022-JUN,PEVT_00492,ADDITION,MGL,,728,SUSPICIOUS_STATE_COUNT
"June 30, 2022",2022-JUN,PEVT_00491,ADDITION,AUROPHARMA,,727,SUSPICIOUS_STATE_COUNT
"June 30, 2022",2022-JUN,PEVT_00490,DELETION,UJJIVAN,,728,SUSPICIOUS_STATE_COUNT
"June 30, 2022",2022-JUN,PEVT_00489,DELETION,JMFINANCIL,,729,SUSPICIOUS_STATE_COUNT
"June 30, 2022",2022-JUN,PEVT_00488,DELETION,IRB,,730,SUSPICIOUS_STATE_COUNT
