event_id,raw_event_id,effective_date,event_type,symbol,old_symbol,new_symbol,company_name,isin,review_period,index_scope,membership_effect,source_document,source_page,source_section,resolution_status,event_origin
PEVT_00320,RAW_00320,"January 1, 2021",ADDITION,BANKINDIA,,,Bank of India,,2021-JAN,PARENT_NIFTY_500,ADD,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00321,RAW_00321,"January 1, 2021",ADDITION,FEDERALBNK,,,Federal Bank Ltd.,,2021-JAN,PARENT_NIFTY_500,ADD,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00322,RAW_00322,"January 1, 2021",ADDITION,FRETAIL,,,Future Retail Ltd.,,2021-JAN,PARENT_NIFTY_500,ADD,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00323,RAW_00323,"January 1, 2021",ADDITION,GAIL,,,GAIL (India) Ltd.,,2021-JAN,PARENT_NIFTY_500,ADD,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00324,RAW_00324,"January 1, 2021",ADDITION,GESHIP,,,Great Eastern Shipping Co. Ltd.,,2021-JAN,PARENT_NIFTY_500,ADD,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00325,RAW_00325,"January 1, 2021",ADDITION,LICHSGFIN,,,LIC Housing Finance Ltd.,,2021-JAN,PARENT_NIFTY_500,ADD,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00326,RAW_00326,"January 1, 2021",ADDITION,PNB,,,Punjab National Bank,,2021-JAN,PARENT_NIFTY_500,ADD,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00327,RAW_00327,"January 1, 2021",ADDITION,TATACHEM,,,Tata Chemicals Ltd.,,2021-JAN,PARENT_NIFTY_500,ADD,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00328,RAW_00328,"January 1, 2021",ADDITION,TATAMOTORS,,,Tata Motors Ltd.,,2021-JAN,PARENT_NIFTY_500,ADD,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00329,RAW_00329,"January 1, 2021",ADDITION,WELCORP,,,Welspun Corp Ltd.,,2021-JAN,PARENT_NIFTY_500,ADD,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00330,RAW_00330,"January 1, 2021",DELETION,BHARTIARTL,,,Bharti Airtel Ltd.,,2021-JAN,PARENT_NIFTY_500,REMOVE,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00331,RAW_00331,"January 1, 2021",DELETION,IGL,,,Indraprastha Gas Ltd.,,2021-JAN,PARENT_NIFTY_500,REMOVE,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00332,RAW_00332,"January 1, 2021",DELETION,MANAPPURAM,,,Manappuram Finance Ltd.,,2021-JAN,PARENT_NIFTY_500,REMOVE,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00333,RAW_00333,"January 1, 2021",DELETION,WHIRLPOOL,,,Whirlpool of India Ltd.,,2021-JAN,PARENT_NIFTY_500,REMOVE,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00334,RAW_00334,"January 1, 2021",ADDITION,ADANIGAS,,,Adani Gas Ltd.,,2021-JAN,PARENT_NIFTY_500,ADD,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00335,RAW_00335,"January 1, 2021",ADDITION,AMBER,,,Amber Enterprises India Ltd.,,2021-JAN,PARENT_NIFTY_500,ADD,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00336,RAW_00336,"January 1, 2021",ADDITION,BSOFT,,,Birlasoft Ltd.,,2021-JAN,PARENT_NIFTY_500,ADD,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00337,RAW_00337,"January 1, 2021",ADDITION,GMMPFAUDLR,,,GMM Pfaudler Ltd.,,2021-JAN,PARENT_NIFTY_500,ADD,ind_prs11122020.pdf,Page 5,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00338,RAW_00338,"January 1, 2021",DELETION,EQUITAS,,,Equitas Holdings Ltd.,,2021-JAN,PARENT_NIFTY_500,REMOVE,ind_prs11122020.pdf,Page 6,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00339,RAW_00339,"January 1, 2021",DELETION,HINDPETRO,,,Hindustan Petroleum Corporation Ltd.,,2021-JAN,PARENT_NIFTY_500,REMOVE,ind_prs11122020.pdf,Page 6,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00340,RAW_00340,"January 1, 2021",DELETION,GRASIM,,,Grasim Industries Ltd.,,2021-JAN,PARENT_NIFTY_500,REMOVE,ind_prs11122020.pdf,Page 6,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00341,RAW_00341,"January 1, 2021",DELETION,VEDL,,,Vedanta Ltd.,,2021-JAN,PARENT_NIFTY_500,REMOVE,ind_prs11122020.pdf,Page 6,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00342,RAW_00342,"January 1, 2021",DELETION,KOTAKBANK,,,Kotak Mahindra Bank Ltd.,,2021-JAN,PARENT_NIFTY_500,REMOVE,ind_prs11122020.pdf,Page 6,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00343,RAW_00343,"January 1, 2021",DELETION,PAGEIND,,,Page Industries Ltd.,,2021-JAN,PARENT_NIFTY_500,REMOVE,ind_prs11122020.pdf,Page 6,9) NIFTY500 Value 50,ACTIVE,RAW
PEVT_00344,RAW_00344,"December 31, 2024",DELETION,ABB,,,ABB India Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 9,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00345,RAW_00345,"December 31, 2024",DELETION,ADANIPORTS,,,Adani Ports and Special Economic Zone Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 9,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00346,RAW_00346,"December 31, 2024",DELETION,ADANIPOWER,,,Adani Power Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 9,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00347,RAW_00347,"December 31, 2024",DELETION,ANANDRATHI,,,Anand Rathi Wealth Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 9,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00348,RAW_00348,"December 31, 2024",DELETION,APARINDS,,,Apar Industries Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 9,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00349,RAW_00349,"December 31, 2024",DELETION,BAJAJ-AUTO,,,Bajaj Auto Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 9,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00350,RAW_00350,"December 31, 2024",DELETION,BDL,,,Bharat Dynamics Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 9,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00351,RAW_00351,"December 31, 2024",DELETION,BEL,,,Bharat Electronics Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 9,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00352,RAW_00352,"December 31, 2024",DELETION,BHEL,,,Bharat Heavy Electricals Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 9,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00353,RAW_00353,"December 31, 2024",DELETION,COCHINSHIP,,,Cochin Shipyard Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00354,RAW_00354,"December 31, 2024",DELETION,CUMMINSIND,,,Cummins India Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00355,RAW_00355,"December 31, 2024",DELETION,EXIDEIND,,,Exide Industries Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00356,RAW_00356,"December 31, 2024",DELETION,GPIL,,,Godawari Power & Ispat Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00357,RAW_00357,"December 31, 2024",DELETION,HBLPOWER,,,HBL Power Systems Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00358,RAW_00358,"December 31, 2024",DELETION,HAL,,,Hindustan Aeronautics Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00359,RAW_00359,"December 31, 2024",DELETION,HINDCOPPER,,,Hindustan Copper Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00360,RAW_00360,"December 31, 2024",DELETION,HUDCO,,,Housing & Urban Development Corporation Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00361,RAW_00361,"December 31, 2024",DELETION,IRFC,,,Indian Railway Finance Corporation Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00362,RAW_00362,"December 31, 2024",DELETION,JSL,,,Jindal Stainless Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00363,RAW_00363,"December 31, 2024",DELETION,JWL,,,Jupiter Wagons Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00364,RAW_00364,"December 31, 2024",DELETION,KPIL,,,Kalpataru Projects International Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00365,RAW_00365,"December 31, 2024",DELETION,MRPL,,,Mangalore Refinery & Petrochemicals Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00366,RAW_00366,"December 31, 2024",DELETION,NBCC,,,NBCC (India) Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00367,RAW_00367,"December 31, 2024",DELETION,NHPC,,,NHPC Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00368,RAW_00368,"December 31, 2024",DELETION,PFC,,,Power Finance Corporation Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00369,RAW_00369,"December 31, 2024",DELETION,PRESTIGE,,,Prestige Estates Projects Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00370,RAW_00370,"December 31, 2024",DELETION,PNB,,,Punjab National Bank,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00371,RAW_00371,"December 31, 2024",DELETION,RVNL,,,Rail Vikas Nigam Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00372,RAW_00372,"December 31, 2024",DELETION,RECLTD,,,REC Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00373,RAW_00373,"December 31, 2024",DELETION,MOTHERSON,,,Samvardhana Motherson International Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00374,RAW_00374,"December 31, 2024",DELETION,SJVN,,,SJVN Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00375,RAW_00375,"December 31, 2024",DELETION,SOBHA,,,Sobha Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00376,RAW_00376,"December 31, 2024",DELETION,SOLARINDS,,,Solar Industries India Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00377,RAW_00377,"December 31, 2024",DELETION,SUZLON,,,Suzlon Energy Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00378,RAW_00378,"December 31, 2024",DELETION,TATAPOWER,,,Tata Power Co. Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00379,RAW_00379,"December 31, 2024",DELETION,THERMAX,,,Thermax Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00380,RAW_00380,"December 31, 2024",DELETION,TITAGARH,,,Titagarh Rail Systems Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00381,RAW_00381,"December 31, 2024",DELETION,TORNTPOWER,,,Torrent Power Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00382,RAW_00382,"December 31, 2024",DELETION,ZYDUSLIFE,,,Zydus Lifesciences Ltd.,,2024-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00383,RAW_00383,"December 31, 2024",ADDITION,360ONE,,,360 ONE WAM Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00384,RAW_00384,"December 31, 2024",ADDITION,ABSLAMC,,,Aditya Birla Sun Life AMC Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00385,RAW_00385,"December 31, 2024",ADDITION,AMBER,,,Amber Enterprises India Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 10,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00386,RAW_00386,"December 31, 2024",ADDITION,ANANTRAJ,,,Anant Raj Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00387,RAW_00387,"December 31, 2024",ADDITION,CAPLIPOINT,,,Caplin Point Laboratories Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00388,RAW_00388,"December 31, 2024",ADDITION,CHOLAHLDNG,,,Cholamandalam Financial Holdings Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00389,RAW_00389,"December 31, 2024",ADDITION,COFORGE,,,Coforge Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00390,RAW_00390,"December 31, 2024",ADDITION,COROMANDEL,,,Coromandel International Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00391,RAW_00391,"December 31, 2024",ADDITION,DEEPAKFERT,,,Deepak Fertilisers & Petrochemicals Corp. Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00392,RAW_00392,"December 31, 2024",ADDITION,DIVISLAB,,,Divi's Laboratories Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00393,RAW_00393,"December 31, 2024",ADDITION,FSL,,,Firstsource Solutions Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00394,RAW_00394,"December 31, 2024",ADDITION,FORTIS,,,Fortis Healthcare Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00395,RAW_00395,"December 31, 2024",ADDITION,GLENMARK,,,Glenmark Pharmaceuticals Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00396,RAW_00396,"December 31, 2024",ADDITION,GODFRYPHLP,,,Godfrey Phillips India Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00397,RAW_00397,"December 31, 2024",ADDITION,HSCL,,,Himadri Speciality Chemical Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00398,RAW_00398,"December 31, 2024",ADDITION,INDIACEM,,,India Cements Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00399,RAW_00399,"December 31, 2024",ADDITION,INDHOTEL,,,Indian Hotels Co. Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00400,RAW_00400,"December 31, 2024",ADDITION,NAUKRI,,,Info Edge (India) Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00401,RAW_00401,"December 31, 2024",ADDITION,JUBLPHARMA,,,Jubilant Pharmova Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00402,RAW_00402,"December 31, 2024",ADDITION,KAYNES,,,Kaynes Technology India Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00403,RAW_00403,"December 31, 2024",ADDITION,KEC,,,KEC International Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00404,RAW_00404,"December 31, 2024",ADDITION,KFINTECH,,,KFin Technologies Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00405,RAW_00405,"December 31, 2024",ADDITION,LLOYDSME,,,Lloyds Metals And Energy Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00406,RAW_00406,"December 31, 2024",ADDITION,LUPIN,,,Lupin Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00407,RAW_00407,"December 31, 2024",ADDITION,MCX,,,Multi Commodity Exchange of India Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00408,RAW_00408,"December 31, 2024",ADDITION,NATCOPHARM,,,NATCO Pharma Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00409,RAW_00409,"December 31, 2024",ADDITION,NETWEB,,,Netweb Technologies India Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00410,RAW_00410,"December 31, 2024",ADDITION,OFSS,,,Oracle Financial Services Software Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00411,RAW_00411,"December 31, 2024",ADDITION,POLICYBZR,,,PB Fintech Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00412,RAW_00412,"December 31, 2024",ADDITION,PCBL,,,PCBL Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00413,RAW_00413,"December 31, 2024",ADDITION,PERSISTENT,,,Persistent Systems Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00414,RAW_00414,"December 31, 2024",ADDITION,PPLPHARMA,,,Piramal Pharma Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00415,RAW_00415,"December 31, 2024",ADDITION,POLYMED,,,Poly Medicure Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00416,RAW_00416,"December 31, 2024",ADDITION,RADICO,,,Radico Khaitan Ltd,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00417,RAW_00417,"December 31, 2024",ADDITION,SUVENPHAR,,,Suven Pharmaceuticals Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00418,RAW_00418,"December 31, 2024",ADDITION,TECHM,,,Tech Mahindra Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00419,RAW_00419,"December 31, 2024",ADDITION,UNITDSPR,,,United Spirits Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00420,RAW_00420,"December 31, 2024",ADDITION,VOLTAS,,,Voltas Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00421,RAW_00421,"December 31, 2024",ADDITION,ZOMATO,,,Zomato Ltd.,,2024-DEC,PARENT_NIFTY_500,ADD,ind_prs11122024.pdf,Page 11,k) Nifty500 Momentum 50,ACTIVE,RAW
PEVT_00422,RAW_00422,"December 31, 2025",DELETION,SKFINDIA,,,SKF India Ltd.,,2025-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122025.pdf,Page 1,1) Nifty 500,ACTIVE,RAW
PEVT_00423,RAW_00423,"December 31, 2025",DELETION,JSWCEMENT,,,JSW Cement Ltd.,,2025-DEC,PARENT_NIFTY_500,REMOVE,ind_prs11122025.pdf,Page 1,1) Nifty 500,ACTIVE,RAW
PEVT_00424,RAW_00424,"March 27, 2020",DELETION,GAYAPROJ,,,Gayatri Projects Ltd.,,2020-MAR,PARENT_NIFTY_500,REMOVE,ind_prs12032020.pdf,Page 4,1) NIFTY 500,ACTIVE,RAW
PEVT_00425,RAW_00425,"March 27, 2020",DELETION,SHILPAMED,,,Shilpa Medicare Ltd.*,,2020-MAR,PARENT_NIFTY_500,REMOVE,ind_prs12032020.pdf,Page 4,1) NIFTY 500,ACTIVE,RAW
PEVT_00426,RAW_00426,"March 30, 2026",DELETION,AKUMS,,,Akums Drugs and Pharmaceuticals Ltd.,,2026-MAR,PARENT_NIFTY_500,REMOVE,ind_prs12032026.pdf,Page 6,1) Nifty500 Shariah,ACTIVE,RAW
PEVT_00427,RAW_00427,"March 30, 2026",DELETION,APLLTD,,,Alembic Pharmaceuticals Ltd.,,2026-MAR,PARENT_NIFTY_500,REMOVE,ind_prs12032026.pdf,Page 6,1) Nifty500 Shariah,ACTIVE,RAW
PEVT_00428,RAW_00428,"March 30, 2026",DELETION,ALKYLAMINE,,,Alkyl Amines Chemicals Ltd.,,2026-MAR,PARENT_NIFTY_500,REMOVE,ind_prs12032026.pdf,Page 6,1) Nifty500 Shariah,ACTIVE,RAW
PEVT_00430,RAW_00430,"March 30, 2026",DELETION,BASF,,,BASF India Ltd.,,2026-MAR,PARENT_NIFTY_500,REMOVE,ind_prs12032026.pdf,Page 6,1) Nifty500 Shariah,ACTIVE,RAW
PEVT_00431,RAW_00431,"March 30, 2026",DELETION,CAMPUS,,,Campus Activewear Ltd.,,2026-MAR,PARENT_NIFTY_500,REMOVE,ind_prs12032026.pdf,Page 6,1) Nifty500 Shariah,ACTIVE,RAW
PEVT_00432,RAW_00432,"March 30, 2026",DELETION,GUJGASLTD,,,Gujarat Gas Ltd.,,2026-MAR,PARENT_NIFTY_500,REMOVE,ind_prs12032026.pdf,Page 6,1) Nifty500 Shariah,ACTIVE,RAW
PEVT_00433,RAW_00433,"March 30, 2026",DELETION,INOXINDIA,,,INOX India Ltd.,,2026-MAR,PARENT_NIFTY_500,REMOVE,ind_prs12032026.pdf,Page 6,1) Nifty500 Shariah,ACTIVE,RAW
