event_id,raw_event_id,event_origin,effective_date,announcement_date,event_type,resolved_event_type,symbol,old_symbol,new_symbol,company_name,isin,review_period,coverage_scope,source_document,source_page,resolution_status,resolution_reason,override_id,replacement_id
EVT_00001,RAW_00001,RAW,,"August 01, 2018",DELETION,DELETION,TECHNO,,,Techno Electric & Engineering Company Ltd.,,2018-SEP,PRIMARY_TARGET,ind_prs01082018.pdf,Page 1,ACTIVE,Verified raw reconstitution event,OVR_001,
EVT_00002,RAW_00002,RAW,,"August 01, 2018",DELETION,DELETION,BDL,,,Bharat Dynamics Ltd.,,2018-SEP,PRIMARY_TARGET,ind_prs01082018.pdf,Page 1,ACTIVE,Verified raw reconstitution event,OVR_001,
EVT_00003,RAW_00003,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,ADVENZYMES,,,Advanced Enzyme Tech Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00004,RAW_00004,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,ERIS,,,Eris Lifesciences Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00005,RAW_00005,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,GLS,,,Glenmark Life Sciences Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00006,RAW_00006,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,HATHWAY,,,Hathway Cable & Datacom Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00007,RAW_00007,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,HEMIPROP,,,Hemisphere Properties India Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00008,RAW_00008,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,ICIL,,,Indo Count Industries Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00009,RAW_00009,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,IRCON,,,IRCON International Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00010,RAW_00010,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,MINDTREE,,,MindTree Ltd.*,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00011,RAW_00011,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,NESCO,,,NESCO Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00012,RAW_00012,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,RAILTEL,,,Railtel Corporation Of India Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00013,RAW_00013,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,SEQUENT,,,Sequent Scientific Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00014,RAW_00014,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,SOLARA,,,Solara Active Pharma Sciences Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00015,RAW_00015,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,SPICEJET,,,Spicejet Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00016,RAW_00016,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,STAR,,,Strides Pharma Science Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00017,RAW_00017,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,TATASTLLP,,,Tata Steel Long Products Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00018,RAW_00018,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,UCOBANK,,,UCO Bank,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00019,RAW_00019,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,VAKRANGEE,,,Vakrangee Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00020,RAW_00020,RAW,"September 30, 2022","September 01, 2022",DELETION,DELETION,VENKEYS,,,Venky's (India) Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00021,RAW_00021,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,AWL,,,Adani Wilmar Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00022,RAW_00022,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,AETHER,,,Aether Industries Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00023,RAW_00023,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,BHARATRAS,,,Bharat Rasayan Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00024,RAW_00024,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,DEEPAKFERT,,,Deepak Fertilisers & Petrochemicals Corp. Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00025,RAW_00025,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,GREENPANEL,,,Greenpanel Industries Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00026,RAW_00026,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,JBMA,,,JBM Auto Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00027,RAW_00027,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,MAHLIFE,,,Mahindra Lifespace Developers Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00028,RAW_00028,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,MSUMI,,,Motherson Sumi Wiring India Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00029,RAW_00029,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,NIITLTD,,,NIIT Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00030,RAW_00030,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,OLECTRA,,,Olectra Greentech Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00031,RAW_00031,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,PATANJALI,,,Patanjali Foods Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00032,RAW_00032,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,RAYMOND,,,Raymond Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00033,RAW_00033,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,MOTHERSON,,,Samvardhana Motherson International Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00034,RAW_00034,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,SHARDACROP,,,Sharda Cropchem Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00035,RAW_00035,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,SWANENERGY,,,Swan Energy Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00036,RAW_00036,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,TEJASNET,,,Tejas Networks Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00037,RAW_00037,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,TCI,,,Transport Corporation of India Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00038,RAW_00038,RAW,"September 30, 2022","September 01, 2022",ADDITION,ADDITION,MANYAVAR,,,Vedant Fashions Ltd.,,2022-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs01092022.pdf,Page 3,ACTIVE,Verified raw reconstitution event,,
EVT_00039,RAW_00039,RAW,"July 31, 2020","July 02, 2020",DELETION,DELETION,VEDL,,,Vedanta Ltd.,,2020-JUL,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs02072020_1.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00040,RAW_00040,RAW,"July 31, 2020","July 02, 2020",DELETION,DELETION,SBICARD,,,SBI Cards and Payment Services Ltd.,,2020-JUL,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs02072020_1.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00041,RAW_00041,RAW,"April 11, 2025","April 04, 2025",DELETION,DELETION,QUESS,,,Quess Corp Ltd.,,2025-MAR,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs04042025_2.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00042,RAW_00042,RAW,"April 11, 2025","April 04, 2025",DELETION,DELETION,SUNDRMFAST,,,Sundram Fasteners Ltd.,,2025-MAR,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs04042025_2.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00043,RAW_00043,RAW,"May 12, 2026","May 04, 2026",DELETION,DELETION,GSPL,,,Gujarat State Petronet Ltd.,,2026-MAY,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs04052026.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00044,RAW_00044,RAW,"May 12, 2026","May 04, 2026",DELETION,DELETION,CIEINDIA,,,CIE Automotive India Ltd.,,2026-MAY,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs04052026.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00045,RAW_00045,RAW,"July 13, 2023","July 04, 2023",DELETION,DELETION,HDFC,,,Housing Development Finance Corporation Ltd.,,2023-JUL,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs04072023.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00046,RAW_00046,RAW,"July 13, 2023","July 04, 2023",DELETION,DELETION,MANKIND,,,Mankind Pharma Ltd.,,2023-JUL,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs04072023.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00047,RAW_00047,RAW,"October 10, 2024","October 04, 2024",DELETION,DELETION,IDFC,,,IDFC Ltd.,,2024-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs04102024.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00048,RAW_00048,RAW,"October 10, 2024","October 04, 2024",DELETION,DELETION,EMCURE,,,Emcure Pharmaceuticals Ltd.,,2024-SEP,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs04102024.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00049,RAW_00049,RAW,"May 04, 2022","April 05, 2022",DELETION,DELETION,AARTIIND,,,Aarti Industries Ltd.,,2022-MAY,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs05042022.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00050,RAW_00050,RAW,"May 04, 2022","April 05, 2022",DELETION,DELETION,GMRINFRA,,,GMR Infrastructure Ltd.,,2022-MAY,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs05042022.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00051,RAW_00051,RAW,"April 12, 2022","April 05, 2022",DELETION,DELETION,BEML,,,BEML Ltd.,,2022-MAR,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs05042022_1.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00052,RAW_00052,RAW,"April 12, 2022","April 05, 2022",DELETION,DELETION,CGCL,,,Capri Global Capital Ltd.,,2022-MAR,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs05042022_1.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00053,RAW_00053,RAW,"April 02, 2018","March 06, 2018",DELETION,DELETION,VIDEOIND,,,Videocon Industries Ltd.,,2018-MAR,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06032018.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00054,RAW_00054,RAW,"April 02, 2018","March 06, 2018",DELETION,DELETION,ERIS,,,Eris Lifesciences Ltd.,,2018-MAR,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06032018.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00055,RAW_00055,RAW,,"March 06, 2023",DELETION,DELETION,ASTRAZEN,,,AstraZenca Pharma India Ltd.,,2023-MAR,PRIMARY_TARGET,ind_prs06032023.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00056,RAW_00056,RAW,,"March 06, 2023",DELETION,DELETION,BHARATRAS,,,Bharat Rasayan Ltd.,,2023-MAR,PRIMARY_TARGET,ind_prs06032023.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00057,RAW_00057,RAW,,"March 06, 2023",DELETION,DELETION,INDOCO,,,Indoco Remedies Ltd.,,2023-MAR,PRIMARY_TARGET,ind_prs06032023.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00058,RAW_00058,RAW,,"March 06, 2023",DELETION,DELETION,PGHL,,,Procter & Gamble Health Ltd.,,2023-MAR,PRIMARY_TARGET,ind_prs06032023.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00059,RAW_00059,RAW,,"March 06, 2023",DELETION,DELETION,SFL,,,Sheela Foam Ltd.,,2023-MAR,PRIMARY_TARGET,ind_prs06032023.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00060,RAW_00060,RAW,,"March 06, 2023",DELETION,DELETION,TATACOFFEE,,,Tata Coffee Ltd.,,2023-MAR,PRIMARY_TARGET,ind_prs06032023.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00061,RAW_00061,RAW,,"March 06, 2023",DELETION,DELETION,THYROCARE,,,Thyrocare Technologies Ltd.,,2023-MAR,PRIMARY_TARGET,ind_prs06032023.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00062,RAW_00062,RAW,,"March 06, 2023",ADDITION,ADDITION,APARINDS,,,Apar Industries Ltd.,,2023-MAR,PRIMARY_TARGET,ind_prs06032023.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00063,RAW_00063,RAW,,"March 06, 2023",ADDITION,ADDITION,BIKAJI,,,Bikaji Foods International Ltd.,,2023-MAR,PRIMARY_TARGET,ind_prs06032023.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00064,RAW_00064,RAW,,"March 06, 2023",ADDITION,ADDITION,MEDANTA,,,Global Health Ltd.,,2023-MAR,PRIMARY_TARGET,ind_prs06032023.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00065,RAW_00065,RAW,,"March 06, 2023",ADDITION,ADDITION,INGERRAND,,,Ingersoll Rand (India) Ltd.,,2023-MAR,PRIMARY_TARGET,ind_prs06032023.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00066,RAW_00066,RAW,,"March 06, 2023",ADDITION,ADDITION,KENNAMET,,,Kennametal India Ltd.,,2023-MAR,PRIMARY_TARGET,ind_prs06032023.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00067,RAW_00067,RAW,,"March 06, 2023",ADDITION,ADDITION,KFINTECH,,,Kfin Technologies Ltd.,,2023-MAR,PRIMARY_TARGET,ind_prs06032023.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00068,RAW_00068,RAW,,"March 06, 2023",ADDITION,ADDITION,KSB,,,KSB Ltd.,,2023-MAR,PRIMARY_TARGET,ind_prs06032023.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00069,RAW_00069,RAW,,"March 06, 2023",ADDITION,ADDITION,NMDC,,,NMDC Ltd.,,2023-MAR,PRIMARY_TARGET,ind_prs06032023.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00070,RAW_00070,RAW,"April 07, 2022","April 06, 2022",DELETION,DELETION,SUPPETRO,,,Supreme Petrochem Ltd.,,2022-MAR,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06042022.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00071,RAW_00071,RAW,"April 07, 2022","April 06, 2022",DELETION,DELETION,MTARTECH,,,MTAR Technologies Ltd.,,2022-MAR,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06042022.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00072,RAW_00072,RAW,"June 30,
2025","June 06, 2025",DELETION,DELETION,ABSLAMC,,,Aditya Birla Sun Life AMC Ltd.,,2025-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06062025.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00073,RAW_00073,RAW,"June 30,
2025","June 06, 2025",DELETION,DELETION,MSUMI,,,Motherson Sumi Wiring India Ltd.,,2025-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06062025.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00074,RAW_00074,RAW,"June 30,
2025","June 06, 2025",DELETION,DELETION,PETRONET,,,Petronet LNG Ltd.,,2025-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06062025.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00075,RAW_00075,RAW,"June 30,
2025","June 06, 2025",DELETION,DELETION,RTNINDIA,,,RattanIndia Enterprises Ltd.,,2025-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06062025.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00076,RAW_00076,RAW,"June 30,
2025","June 06, 2025",DELETION,DELETION,TATAMOTORS,,,Tata Motors Ltd.,,2025-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06062025.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00077,RAW_00077,RAW,"June 30,
2025","June 06, 2025",DELETION,DELETION,VBL,,,Varun Beverages Ltd.,,2025-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06062025.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00078,RAW_00078,RAW,"June 30,
2025","June 06, 2025",ADDITION,ADDITION,ABB,,,ABB India Ltd.,,2025-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06062025.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00079,RAW_00079,RAW,"June 30,
2025","June 06, 2025",ADDITION,ADDITION,ANANDRATHI,,,Anand Rathi Wealth Ltd.,,2025-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06062025.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00080,RAW_00080,RAW,"June 30,
2025","June 06, 2025",ADDITION,ADDITION,BRITANNIA,,,Britannia Industries Ltd.,,2025-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06062025.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00081,RAW_00081,RAW,"June 30,
2025","June 06, 2025",ADDITION,ADDITION,CRISIL,,,CRISIL Ltd.,,2025-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06062025.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00082,RAW_00082,RAW,"June 30,
2025","June 06, 2025",ADDITION,ADDITION,SUZLON,,,Suzlon Energy Ltd.,,2025-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06062025.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00083,RAW_00083,RAW,"June 30,
2025","June 06, 2025",ADDITION,ADDITION,ZENTEC,,,Zen Technologies Ltd.,,2025-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs06062025.pdf,Page 5,ACTIVE,Verified raw reconstitution event,,
EVT_00084,RAW_00084,RAW,,"December 06, 2022",DELETION,DELETION,ALLCARGO,,,Allcargo Logistics Ltd.,,2022-DEC,PRIMARY_TARGET,ind_prs06122022.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00085,RAW_00085,RAW,,"December 06, 2022",DELETION,DELETION,NIITLTD,,,NIIT Ltd.,,2022-DEC,PRIMARY_TARGET,ind_prs06122022.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00086,RAW_00086,RAW,,"December 06, 2022",DELETION,DELETION,SCI,,,Shipping Corporation of India Ltd.,,2022-DEC,PRIMARY_TARGET,ind_prs06122022.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00087,RAW_00087,RAW,,"December 06, 2022",ADDITION,ADDITION,BEML,,,BEML Ltd.,,2022-DEC,PRIMARY_TARGET,ind_prs06122022.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00088,RAW_00088,RAW,,"December 06, 2022",ADDITION,ADDITION,LEMONTREE,,,Lemon Tree Hotels Ltd.,,2022-DEC,PRIMARY_TARGET,ind_prs06122022.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00089,RAW_00089,RAW,,"December 06, 2022",ADDITION,ADDITION,UCOBANK,,,UCO Bank,,2022-DEC,PRIMARY_TARGET,ind_prs06122022.pdf,Page 2,ACTIVE,Verified raw reconstitution event,,
EVT_00090,RAW_00090,RAW,"March 31, 2017","February 16, 2017",DELETION,DELETION,SBBJ,,,State Bank of Bikaner & Jaipur Ltd.,,2017-MAR,OUTSIDE_PRIMARY_TARGET,ind_prs07032017.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00091,RAW_00091,RAW,"March 31, 2017","February 16, 2017",DELETION,DELETION,MYSOREBANK,,,State Bank of Mysore,,2017-MAR,OUTSIDE_PRIMARY_TARGET,ind_prs07032017.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00092,RAW_00092,RAW,"March 31, 2017","February 16, 2017",DELETION,DELETION,SBT,,,State Bank of Travancore,,2017-MAR,OUTSIDE_PRIMARY_TARGET,ind_prs07032017.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00093,RAW_00093,RAW,"March 31, 2017","February 16, 2017",ADDITION,ADDITION,FRETAIL,,,Future Retail Ltd.,,2017-MAR,OUTSIDE_PRIMARY_TARGET,ind_prs07032017.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00094,RAW_00094,RAW,"March 31, 2017","February 16, 2017",ADDITION,ADDITION,MAXINDIA,,,Max India Ltd.,,2017-MAR,OUTSIDE_PRIMARY_TARGET,ind_prs07032017.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00095,RAW_00095,RAW,"March 31, 2017","February 16, 2017",ADDITION,ADDITION,MGL,,,Mahanagar Gas Ltd.,,2017-MAR,OUTSIDE_PRIMARY_TARGET,ind_prs07032017.pdf,Page 1,ACTIVE,Verified raw reconstitution event,,
EVT_00096,RAW_00096,RAW,"June 28, 2024","June 07, 2024",DELETION,DELETION,ANGELONE,,,Angel One Ltd.,,2024-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs07062024.pdf,Page 7,ACTIVE,Verified raw reconstitution event,,
EVT_00097,RAW_00097,RAW,"June 28, 2024","June 07, 2024",DELETION,DELETION,AUROPHARMA,,,Aurobindo Pharma Ltd.,,2024-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs07062024.pdf,Page 7,ACTIVE,Verified raw reconstitution event,,
EVT_00098,RAW_00098,RAW,"June 28, 2024","June 07, 2024",DELETION,DELETION,BSOFT,,,Birlasoft Ltd.,,2024-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs07062024.pdf,Page 7,ACTIVE,Verified raw reconstitution event,,
EVT_00099,RAW_00099,RAW,"June 28, 2024","June 07, 2024",DELETION,DELETION,MAPMYINDIA,,,C.E. Info Systems Ltd.,,2024-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs07062024.pdf,Page 7,ACTIVE,Verified raw reconstitution event,,
EVT_00100,RAW_00100,RAW,"June 28, 2024","June 07, 2024",DELETION,DELETION,CDSL,,,Central Depository Services (India) Ltd.,,2024-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs07062024.pdf,Page 7,ACTIVE,Verified raw reconstitution event,,
EVT_00101,RAW_00101,RAW,"June 28, 2024","June 07, 2024",DELETION,DELETION,CYIENT,,,Cyient Ltd.,,2024-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs07062024.pdf,Page 7,ACTIVE,Verified raw reconstitution event,,
EVT_00102,RAW_00102,RAW,"June 28, 2024","June 07, 2024",DELETION,DELETION,ECLERX,,,eClerx Services Ltd.,,2024-JUN,FUTURE_RELATIVE_TO_SNAPSHOT,ind_prs07062024.pdf,Page 7,ACTIVE,Verified raw reconstitution event,,
